osm_id,name,lat,lon,state,amenity,office,social_facility,social_facility_for,addr_street,addr_suburb,addr_postcode,phone,website,email,opening_hours,wheelchair
,,-36.339715,146.0771706,VIC,community_centre,,,,,,,,,,,
,Centacare Catholic Family Services,-33.0330292,137.5826665,SA,social_facility,,,,,,,,,,,
,Novita,-33.0332023,137.5829615,SA,social_facility,,,,,,,,https://www.novita.org.au/,,,
,HammondCare Wahroonga,-33.7176305,151.1138344,NSW,social_facility,,,,,,,,,,,
,,-34.0841927,138.5142788,SA,community_centre,,,,,,,,,,,
,Women’s Health West,-37.7992263,144.8936094,VIC,social_facility,,,,Barkly Street,,,,,,,
,House with No Steps,-28.1082162,153.4210117,QLD,social_facility,,outreach,disabled,Hutchinson Street,Burleigh Heads,4220,,,,,yes
,Donor Republic,-33.8975932,151.1750292,NSW,,charity,,,Gladstone Street,,,,,,,
,Armidale Family Support Service,-30.5158791,151.6705171,NSW,social_facility,community_services,outreach,,Rusden Street,,,,,,,
,Hippy Armidale,-30.5158976,151.6706103,NSW,social_facility,community_services,outreach,,Rusden Street,,,,,,,
,Upper Mt Gravatt Progress Hall,-27.5556445,153.0796124,QLD,community_centre,,,,Logan Road,,,,,,,
,Livin,-28.0933527,153.4425353,QLD,social_facility,,outreach,mental_health,,,,,https://livin.org/aboutus/,,,
,QuIHN,-28.093192,153.4427699,QLD,social_facility,,outreach,drug_addicted,,,,+61 7 5520 7900,https://www.quihn.org/gold-coast/,,,
,Hazelwood House,-38.3177596,146.4229877,VIC,social_facility,,nursing_home,senior,,,,,,,,
,Northgate Hall,-27.3869331,153.0637615,QLD,community_centre,,,,Ridge Street,Northgate,4013,,https://www.brisbane.qld.gov.au/libraries-venues-and-facilities/community-halls-and-facilities/hire-a-community-hall/northgate-hall,,,
,Citipointe Church Marketplace West,-27.5783648,152.9749432,QLD,social_facility,,food_bank,,Freeman Road,Durack,4077,,,,,
,Marche Club,-34.8759883,138.6715109,SA,community_centre,,,,,,,,,,,
,Mission to Seafarer (Flying Angel),-32.9199066,151.759309,NSW,community_centre,,,,,,,+61 2 4961 5007,,,,
,Multicap Mount Ommaney Community Hub,-27.5497015,152.9330112,QLD,social_facility,,ambulatory_care,disabled,Greenway Circuit,Mount Ommaney,4074,,,,,
,Steps Disability Services,-30.5143841,151.6692276,NSW,social_facility,,outreach,disabled,,,,,,,,no
,Stirling community centres North beach,-31.8630694,115.759814,WA,community_centre,,,,,,,,,,,
,Wynnum Community Place,-27.4409917,153.172001,QLD,community_centre,,,,Berrima Street,Wynnum,4178,,,,,
,Casa Serena,-27.3959243,153.0021302,QLD,social_facility,,day_care,,Lanchester Street,Stafford Heights,4053,,https://www.coasit.asn.au/respite-care-north-brisbane/,,,
,Lorne Community House,-38.5365271,143.9732849,VIC,community_centre,,,,Mountjoy Parade,Lorne,3232,,,,,
,Viv’s Community Kitchen,-37.8231015,145.0984236,VIC,community_centre,,,,Zeplins Lane,,,,,,Th 09:00-18:00,
,Gascoyne Junction Community Resource Centre,-25.0543528,115.2087226,WA,community_centre,,,,,,,,,,,
,Neerim Junction Hall,-37.92829,145.9611391,VIC,community_centre,,,,,,,,,,,
,Don Bosco Youth Centre,-37.7598799,144.9632092,VIC,community_centre,,,,,,,,https://donbosco.org.au/youth-centre-2,,,
,1st Byattunga Scout Group,-33.1013463,151.4867225,NSW,community_centre,,,,Awaba Street,Morisset,2264,,,,,
,NRM South,-42.8906729,147.3196261,TAS,,ngo,,,Macquarie Street,Hobart,7000,,https://www.nrmsouth.org.au/,,,
,Care Norfolk,-29.0322036,167.9476802,,social_facility,,outreach,disabled;senior,Taylors Road,,2899,,,,Mo-Fr 09:00-17:00,
,Anglicare Family Drop in Centre,-29.0359388,167.9549148,,,ngo,,,Taylors Road,,,+672 3 22232,,,,
,Scouts,-33.8857607,151.232505,NSW,community_centre,,,,Windsor Street,Paddington,2021,,,,,
,Palm Beach Neighbourhood Centre,-28.1237142,153.4736288,QLD,community_centre,,,,,,,+61 7 5598 1505,https://palmbeachnc.org.au/,,,
,Lauderdale Community Hall,-42.9136401,147.4863561,TAS,community_centre,,,,,,,,,,,
,Soldiers Memorial Hall,-34.9846886,138.8421571,SA,community_centre,,,,,,,,,,,
,1st Mount Gambier Scout Group,-37.8325098,140.7771996,SA,community_centre,,,,,,,,,,,
,Boandik Crouch Street,-37.8339181,140.7843165,SA,social_facility,,group_home,senior,,,,,,,,
,Weddin Shire Council Office,-33.895394,148.1624208,NSW,community_centre,,,,,,,,,,,
,Challenge Community Services,-30.5135487,151.6718817,NSW,social_facility,,outreach,disabled,,,,,,,,no
,Roma Recreation Centre,-26.5678774,148.7884412,QLD,community_centre,,,,,,,,,,,
,Veterans Support Centre Belconnen,-35.2350036,149.049329,ACT,community_centre,,,,,,,,https://www.vscact.org.au/,,,
,Dojo & Coco,-27.5031017,152.9763212,QLD,community_centre,,,,,,,,,,,yes
,Armidale Women's Homelessness Support Service,-30.5143725,151.6691726,NSW,social_facility,,assisted_living,senior,,,,,,,,
,Catholic Healthcare Bodington,-33.7316799,150.3878868,NSW,social_facility,,nursing_home,senior,Bodington Drive,Wentworth Falls,,,https://www.catholichealthcare.com.au/residence/bodington/,,,
,Smithfield RSL Youth Centre,-33.8563744,150.9393985,NSW,community_centre,,,,,,,,,,,
,Common House,-27.4608466,153.0314041,QLD,community_centre,,,,Wickham Street,Fortitude Valley,4006,,https://unitehub.org/home/common-house/,,,
,Forresters Beach Retirement Village,-33.4024037,151.4645331,NSW,social_facility,,assisted_living,senior,,,,,,,,
,City Mission Hobart Office,-42.8852105,147.3216378,TAS,,charity,,,Barrack Street,Hobart,7000,,,,,
,Youth Focus,-33.3221103,115.6354357,WA,community_centre,,,,,,,,,,,
,Calabria Club,-37.6393201,144.824313,VIC,community_centre,,,,,,,,,,,
,Grovedale Neighbourhood House,-38.2082003,144.3334097,VIC,community_centre,,,,,,,,,,,
,Fish Youth Centre,-33.7951676,151.1847991,NSW,community_centre,,,,,,,,,,,
,DACS Dementia and Aged Care Services,-30.5140826,151.6672009,NSW,social_facility,,,,,,,,,,,yes
,Fronditha Care,-37.7646049,145.0210288,VIC,social_facility,,group_home,senior,,,,,,,,yes
,Australian Irish Welfare Bureau,-37.7670175,144.9993675,VIC,,ngo,,,High Street,Northcote,3070,,,,,
,Tangara Retirement Living,-27.4829657,153.0125321,QLD,social_facility,,assisted_living,senior,,,,,,,,
,Catholic Care,-33.385952,148.0069653,NSW,,ngo,,,Lachlan Street,Forbes,2871,,,,,
,Anna Louise & Associates,-33.3857259,148.0066312,NSW,,ngo,,,Lachlan Street,Forbes,2871,+61 2 6361 7557,,,,
,Rural Financial Counselling Service,-33.3858285,148.0065349,NSW,,ngo,,,Lachlan Street,Forbes,2871,,,,,
,Country Women's Association,-33.3858134,148.0070913,NSW,community_centre,,,,,,,,,,,
,Lennox Head Cultural & Community Centre,-28.7945181,153.592979,QLD,community_centre,,,,Mackney Lane,Lennox Head,2478,,,,,
,Community Care Centre,-31.7117205,148.6688885,NSW,social_facility,,outreach,,Miller Street,Gilgandra,,,,,,
,DANS,-31.7110611,148.6694692,NSW,social_facility,,,,,,,,,,,
,Warrumbungle Community Care,-31.2760224,149.2786592,NSW,social_facility,,outreach,,,,,,,,,
,Coonabarabran Local Aboriginal Land Council,-31.2745566,149.2779262,NSW,,ngo,,,John Street,Coonabarabran,2357,+61 2 6842 3137,,,Mo-Fr 09:00-16:00,
,MWP Care Limited,-33.7079392,151.2956174,NSW,social_facility,,assisted_living,senior,,,,+61 2 9913 3244,https://www.mwpcommunityaid.com.au/,,,
,Yarroweyah Memorial Hall,-35.9250966,145.5605949,VIC,community_centre,,,,,,,,,,,
,ETC,-30.5126605,151.6640597,NSW,social_facility,,,,,,,,,,,yes
,Fairfield Community Centre,-37.7774552,145.0186786,VIC,community_centre,,,,Arthur Street,Fairfield,3078,,,,,
,Alexandra Hills Men's Shed,-27.5144544,153.2240719,QLD,community_centre,,,,William Street,Birkdale,,,https://www.alexhillsmensshed.com.au/,,,
,ICYS Youth Hub,-27.4626262,152.5798282,QLD,social_facility,,outreach,,,,,,,,,yes
,Santos,-30.3255488,149.7830392,NSW,,ngo,,,,,,,,,,
,Narrabri Community Kiosk,-30.325998,149.7837165,NSW,community_centre,,,,,,,,,,,
,Centrepoint Narrabri,-30.3235971,149.7818765,NSW,community_centre,,,,,,,,,,,
,Glanara Lakes,-41.4862399,147.1608656,TAS,social_facility,,nursing_home,senior,,,,,,,,
,The Place,-32.9656257,151.6942863,NSW,community_centre,,,,,,,,,,,
,Beaumaris Men's Shed,-37.9820277,145.0510102,VIC,community_centre,,,,,,,,,,,
,Beaumaris Theatre Inc,-37.9820277,145.0505435,VIC,community_centre,,,,,,,,,,,
,Fusion,-34.8046176,145.8808512,VIC,community_centre,,,,,,,,,,,
,Cypress View Lodge,-34.8086638,145.879566,VIC,social_facility,,group_home,senior,Kookaburra Avenue,,,,https://cypressviewlodge.org.au/,,,
,Gold Coast Legacy Club,-28.0478787,153.4273676,QLD,social_facility,,outreach,,,,,+61 7 5500 6833,https://www.legacy.com.au/,,,
,Public Transport Users Association,-37.8154904,144.9632047,VIC,,ngo,,,,,,,,,,
,MYST,-33.7171314,150.3092702,NSW,social_facility,,,,,,,,https://myst.com.au/,,,
,Launceston Elderly Citizens Club,-41.4222658,147.134,TAS,community_centre,,,,Landale Street,Invermay,7248,+61 400 511 156,,,,
,Inglewood Community Hub,-36.57617,143.8672816,VIC,community_centre,,,,Verdon Street,,,,,,,
,Portarlington Community Cupboard,-38.1204777,144.6595234,VIC,community_centre,,,,Payne Street,,3223,,,,24/7,
,Melita Social Club,-37.7462604,144.9665787,VIC,community_centre,,,,Sheffield Street,,,,,,,
,Toscana Social Club,-37.7669888,144.9629568,VIC,community_centre,,,,,,,,,,,
,The Salvation Army,-37.7927513,144.9315031,VIC,social_facility,,,,,,,,,,,
,Playgroups ACT,-35.2583014,149.0602139,ACT,community_centre,,,,,,,,,,,
,Emma Ruby House,-35.2577834,149.0606105,ACT,community_centre,,,,,,,,,,,
,Deans Marsh Community Hall,-38.3989865,143.884847,VIC,community_centre,,,,,,,,,,,
,Royal Freemasons Gregory Lodge,-37.7870225,144.9271444,VIC,social_facility,,nursing_home,senior,Newmarket Street,Flemington,,+61 3 9371 3700,https://www.royalfreemasons.org.au/care/residential-care/locations/gregory-lodge.html,,,
,Kidney Health Australia,-37.8320193,144.9575816,VIC,,ngo,,,Cecil Street,,3205,,https://kidney.org.au/,,,
,Heathcote Community House,-36.9250655,144.7095841,VIC,community_centre,,,,,,,,,,,
,Pronia,-37.7742342,144.9597582,VIC,,ngo,,,Union Street,,3056,,https://www.pronia.com.au/,,,
,Belconnen Senior Citizens Club,-35.2386643,149.0699453,ACT,community_centre,,,,,,,,,,,
,Torrens Valley Community Centre,-34.8219399,138.8859023,SA,community_centre,,,,,,,,,,,
,Robe RSL,-37.1646782,139.7613206,SA,community_centre,,,,,,,,,,,
,Millicent Community Centre,-37.5951366,140.3543437,SA,community_centre,,,,,,,,,,,yes
,Limestone Coast Grief & Trauma Hub,-37.5942015,140.3528953,SA,social_facility,,outreach,,George Street,Millicent,5280,,,,,
,Milparinka,-37.7678913,144.9573483,VIC,social_facility,,,,Albert Street,,,,,,,
,Wandella Hall,-36.3262018,149.8478749,VIC,community_centre,,,,Wandella Road,Wandella,2550,,https://www.begavalley.nsw.gov.au/cp_themes/default/page.asp?p=DOC-HWA-11-05-76,,,
,In Sync,-27.7138322,153.190303,QLD,social_facility,,outreach,,,,,,,,,yes
,Umoona Aged Care Aboriginal Corporation,-29.0022456,134.7556013,SA,social_facility,,group_home,senior,,,,,,,,
,Twelve 25 Youth Centre,-34.7623765,138.6475582,SA,community_centre,,,,,,,,,,,
,"Variety, the Children's Charity",-32.9234956,151.7238358,NSW,,charity,,,,,,+61 2 4965 4911,https://www.variety.org.au/nsw/,,,
,Hunter Breast Cancer Foundation,-32.9235258,151.7238858,NSW,,charity,,,Lambton Road,Broadmeadow,,,https://hbcf.org.au/,enquiries@hbcf.org.au,Mo-Fr 09:00-13:00,
,Drouin RSL Sub-branch,-38.1337273,145.8537186,VIC,community_centre,,,,Princes Way,Drouin,3818,+61 3 5626 8213,https://www.rslvic.com.au/rsl-network/victorian-map-of-all-branches/drouin/,drouinrsl@gmail.com,,
,Southcare Inc,-32.0111438,115.8693226,WA,social_facility,,nursing_home,senior,Bickley Crescent,Manning,6152,+61 8 9450 6233,https://www.southcare.org.au,enquiries@southcare.org.au,Mo-Fr 08:30-16:30,
,SCIC Penrith,-33.7560196,150.7005281,NSW,,charity,,,Lethbridge Street,,,,,,,
,Heritage,-31.7856972,115.9682502,WA,social_facility,,nursing_home,senior,,,,,,,,yes
,The Pines,-31.7927636,115.9628496,WA,social_facility,,nursing_home,senior,,,,,,,,
,MOSH Warehouse,-34.9308593,138.5717135,SA,,charity,,,Daringa Street,Mile End,5031,,,,,
,Strabane Hall,-37.8075982,145.1125133,VIC,community_centre,,,,,,,,,,,
,Alevi Community Centre,-37.7279215,144.9612235,VIC,community_centre,,,,Williams Road,,,,https://www.alevi.org.au/eng/,,,
,Camp Hill Guides,-27.4852359,153.0752065,QLD,community_centre,,,,,,,,,,,
,Marrin Weejali Aboriginal Corporation,-33.7428284,150.8141686,NSW,social_facility,,outreach,mental_health,Jersey Road,Blackett,2770,,,,,
,Yanchep Community Men's Shed,-31.5449423,115.6415172,WA,community_centre,,,,Glenrothes Crescent,Yanchep,6035,,,,,
,Stratford Community Hall,-16.8758684,145.7324183,QLD,community_centre,,,,,,,,,,,
,Freshwater Qld Country Women's Association Hall,-16.8814925,145.7102031,QLD,community_centre,,,,,,,,,,,
,Sunshine Coast Environment Council,-26.6267011,152.9604811,QLD,community_centre,,,,,,,,https://www.scec.org.au/,,,
,RSL,-33.0196366,138.000555,SA,community_centre,,,,,,,,,,,
,Saint Michael's Residential Aged Care,-28.8722035,153.0437289,QLD,social_facility,,nursing_home,senior,,,,,,,,yes
,Dalyellup Community Centre,-33.3992446,115.6247546,WA,community_centre,,,,,,,,,,,
,Grove Pavilion,-38.2658077,144.5230308,VIC,community_centre,,,,,,,,,,,
,Karingal Neighbourhood Centre,-23.198451,117.67206,WA,community_centre,,,,,,,,,,Mo-Fr 09:00-14:00,
,Annecto,-33.8797973,151.1894223,NSW,social_facility,,outreach,,,,,,,,,
,NBI,-33.6974582,151.3002948,NSW,social_facility,,outreach,,,,,+61 2 8976 2800,https://www.nbi.org.au/,service@nbi.org.au,,
,PUG Men's Shed,-33.8754374,151.1779086,NSW,community_centre,,,,,,,,https://www.pugmensshed.com.au/,,Mo-Th 09:00-17:00; Fr 12:00-17:00,
,Community garden,-15.7759785,128.7357969,WA,community_centre,,,,,,,,,,,
,Victorian Recreational Fishing Peak Body,-38.1487935,144.3630841,VIC,,ngo,,,,,,,https://vrfish.com.au/,,,
,Harkaway Public Hall,-38.0001563,145.3434646,VIC,community_centre,,,,King Road,Harkaway,3806,,harkawayhall.com.au,,,
,Harold Park Community Hall,-33.8761646,151.1785127,NSW,community_centre,,,,,,,,https://www.cityofsydney.nsw.gov.au/community/community-services/venues-for-hire/harold-park-community-hall,,,
,Mount Eliza Men's Shed,-38.1785772,145.0934417,VIC,community_centre,,,,Old Mornington Road,Mount Eliza,,+61 409 004 175,https://www.mountelizamensshed.org/,,Tu-Th 09:00-12:30,
,Broadmeadows Women's Community House,-37.6913988,144.92878,VIC,community_centre,,,,Hadfield Court,Broadmeadows,3047,,,,,
,Broadmeadows Community Hub,-37.6905356,144.9262168,VIC,community_centre,,,,,,,,,,,
,Creating Links Faulconbridge,-33.6943036,150.5370105,NSW,social_facility,,,,,,,,,,,
,Cargo Community Centre,-33.4232999,148.8088781,NSW,community_centre,,,,,,,,,,,
,The Benevolent Society,-33.42266,149.578377,NSW,,charity,,,,,,,,,,
,Bathurst Seymour Centre,-33.4222828,149.5816396,NSW,social_facility,,nursing_home,senior,,,,,,,,
,Eating Disorders Queensland,-27.4814455,153.0165842,QLD,,ngo,,,,,,,,,,
,St Vincent de Paul Society Queensland State Administration,-27.4723466,153.0143531,QLD,,ngo,,,,,,,https://www.vinnies.org.au/,,,
,Russian Community Centre,-34.9205559,138.640631,SA,community_centre,,,,,,,,,,,
,NDIS Bapticare,-33.9632561,137.7117814,SA,,ngo,,,,,,,,,,
,Jamestown Memorial Hall,-33.2056541,138.6038337,SA,community_centre,,,,,,,,,,,
,Jamestown Men's Shed,-33.2084983,138.6050163,SA,community_centre,,,,,,,,,,,
,Town Hall,-33.8340056,138.612713,SA,community_centre,,,,,,,,,,,
,The Orange Door,-38.1469786,144.3611227,VIC,social_facility,,outreach,abused,,,,,https://orangedoor.vic.gov.au,,,
,WCIG,-38.1451716,144.3630706,VIC,social_facility,,outreach,disabled,Brougham Street,,,+61 3 5249 5855,https://wcig.org.au,,,
,Senior Citizens Centre,-36.4408795,145.2321401,VIC,community_centre,,,,,,,,,,,
,ANZAC House Veteran Central,-31.956597,115.8629355,WA,community_centre,,,,St Georges Terrace,,,+61 8 9287 3777,https://anzacclub.org.au/,,Mo-Fr 11:30-14:30; Th-Fr 16:00-19:00,
,West Australian Catholic Migrant and Refugee office,-31.9555156,115.8653666,WA,community_centre,,,,Victoria Square,Perth,6000,+61 8 9220 5950,https://wacmro.perthcatholic.org.au/,wacmro@perthcatholic.org.au,,
,Centrecare,-31.9554276,115.8654175,WA,community_centre,,,,Victoria Square,,,,,admin@accesswellbeingservices.com.au,,
,Australian Red Cross,-38.1345882,144.3493304,VIC,,charity,,,Pakington Street,,,,https://redcross.org.au,,,
,Vivability,-33.4045503,149.5468587,NSW,social_facility,,outreach,disabled,,,,,,,,
,Aruma Disability Services,-27.4823814,152.9823636,QLD,community_centre,,,,,,,,,,,
,Heritage Northcote Aged Care Facility,-37.7782869,144.9977374,VIC,social_facility,,group_home,senior,Pearl Street,,,,,,,
,Northcliffe Community Resource Centre,-34.6325624,116.1254145,WA,community_centre,,,,,,,,,,Mo-We 10:00-17:00; Th-Fr 10:00-18:00,
,Benetas Colton Close,-37.7052628,144.9102715,VIC,social_facility,,nursing_home,,,,,,,,,
,Villa DelSole,-37.7053752,144.9076751,VIC,social_facility,,nursing_home,,,,,,,,,
,,-27.3959161,153.4407127,QLD,community_centre,,,,,,,,,,,
,Breeza Community Hall,-31.2472706,150.4680536,NSW,community_centre,,,,Edward Street,Breeza,2381,,,,,
,Wellways,-38.147882,144.3578834,VIC,social_facility,,outreach,disabled,,,,+61 3 4333 0251,https://wellways.org,,,
,Rights Information and Advocacy Centre,-38.1479263,144.3580804,VIC,social_facility,,outreach,disabled,,,,+61 3 5822 1944,https://riac.org.au,,,
,1st Thirroul Scout Hall,-34.3206306,150.922168,NSW,community_centre,,,,Surfers Parade,Thirroul,2515,,https://joinscouts.com.au/scouts/1st-thirroul-scout-group/,,,
,Victory Care,-25.4962468,152.710038,QLD,social_facility,,food_bank,community,Fazio Road,,,,,,,
,Coolatai Hall,-29.2506348,150.7524577,NSW,community_centre,,,,,,,,,,,
,Cumborah Recreation Reserve Hall,-29.7461354,147.7716958,NSW,community_centre,,,,,,,,,,,
,Wyong District Youth & Community Centre,-33.2534996,151.494604,NSW,community_centre,,,,,,,,https://www.centralcoast.nsw.gov.au/community/community-centres-and-venues/wyong-district-youth-community-centre,,,
,Firestone Sanctuary,-27.1900613,152.7350592,QLD,community_centre,,,,Costelloe Road,Laceys Creek,4521,,http://sanctuary.eco,Timotheos.Firestone@gmail.com,"""by appointment""",
,Memorial Hall,-34.600947,148.5573735,VIC,community_centre,,,,,,,,,,,
,RSL Queensland Moreton District Office,-27.6073495,152.7622416,QLD,,ngo,,,Pine Street,North Ipswich,4305,+61 7 3050 7161,https://www.rslqld.org/About-Us/Queensland-Districts/Moreton,,,
,The Peace Hall Urangeline,-35.4479423,146.6265995,VIC,community_centre,,,,,,,,,,,
,Murrami Community Hall,-34.4261211,146.3043789,VIC,community_centre,,,,Wattle Avenue,Murrami,2705,,,,,
,Boorooban Hall,-34.9330556,144.7663178,VIC,community_centre,,,,,,,,,,,
,Brookvale Community centre,-33.7613713,151.2716777,NSW,community_centre,,,,,,,,,,,
,Flynn Community Hall,-35.2062873,149.0447775,ACT,community_centre,,,,,,,,,,,
,Kamarah Public Hall,-34.3256832,146.7827273,VIC,community_centre,,,,,,,,,,,
,Centacare,-27.0810666,152.9767898,QLD,,ngo,,,,,,,,,,
,Place of last refuge - no other sign,-34.1612018,148.4469546,VIC,community_centre,,,,,,,,,,,
,Koorawatha Memorial Hall,-34.039845,148.5544601,VIC,community_centre,,,,,,,,,,,
,Huntingdon's Disease Tasmania,-41.0506951,145.9071541,TAS,social_facility,,outreach,,,,,,,,"Mo 12:00-15:00; Tu,Th 10:00-14:00",
,Burnie Hub,-41.0505343,145.9066381,TAS,social_facility,,outreach,,,,,,,,,
,Headspace Burnie,-41.0502859,145.9050129,TAS,social_facility,,outreach,mental_health,,,,,,,,
,Autism Tasmania,-41.0500373,145.9029186,TAS,social_facility,,outreach,,,,,,,,,
,Corner Stone Youth Services,-41.0521957,145.9078301,TAS,social_facility,,outreach,juvenile,,,,,,,,
,Anglicare Tasmania,-41.0508709,145.9042723,TAS,social_facility,,outreach,,,,,,https://www.anglicare-tas.org.au/,,Mo-Fr 09:00-17:00; PH closed,
,Muckadilla Community Hall,-26.5853326,148.3876345,QLD,community_centre,,,,,,,,,,,
,"Stonehenge Community Centre, Library and Information",-24.3545982,143.2861666,QLD,community_centre,,,,,,,,,,,
,familybasedcare,-41.0538426,145.9049365,TAS,social_facility,,outreach,,,,,+61 3 6431 8411,https://www.familybasedcare.org.au/,,,
,Rural Health Tasmania,-41.0537637,145.9049124,TAS,social_facility,,outreach,,,,,+61 3 6411 1870,www.ruralhealthtas.com.au,,,
,Tasmanian Aboriginal Centre,-41.0534761,145.9034901,TAS,social_facility,,outreach,,,,,,,,,
,The Salvation Army,-41.0536863,145.906441,TAS,,charity,,,,,,,,,,
,Burnie Senior Citizens Club,-41.0522176,145.9024506,TAS,social_facility,,social_club,,,,,,,,,
,Barrington Community Hall,-31.9731773,151.912635,NSW,community_centre,,,,,,,,,,,
,Parramatta Misson,-33.8156005,151.0047004,NSW,,charity,,,,,,,,,,
,Woolbrook Hall,-30.9660231,151.3454471,NSW,community_centre,,,,,,,,https://www.tamworth.nsw.gov.au/about/the-council/groups-and-committees/section-355-committees/woolbrook-hall-and-park-committee,,,
,Bonalbo & Dsitrict Memorial Hall,-28.7366096,152.622193,QLD,community_centre,,,,,,,,,,,
,Urbenville Memorial Hall,-28.4727361,152.548617,QLD,community_centre,,,,,,,,,,,
,Freestone Memorial Hall,-28.1313539,152.1337412,QLD,community_centre,,,,,,,,,,,
,St John Qld - Toowoomba Training Centre & Community Transport Office,-27.5599508,151.9440819,QLD,community_centre,,,,,,,,,,,
,Queensland Country Womens Association,-26.9274222,150.1318948,QLD,community_centre,,,,,,,,,,,
,Belconnen Community Men's Shed,-35.2393296,149.0521568,ACT,community_centre,,,,Dallachy Street,,,,https://belconnenshed.com.au/,,,
,Thargomindah Shire Hall,-27.9963968,143.8239144,QLD,community_centre,,,,,,,,,,,
,Fish Creek Memorial Hall,-38.6928484,146.0816669,VIC,community_centre,,,,Falls Road,Fish Creek,3959,,,,,
,Sussex Neighbourhood House,-37.729272,144.9374008,VIC,community_centre,,,,Prospect Street,Pascoe Vale,3044,,https://www.sussexnh.org.au/,,,
,Sutherland Lodge,-37.8322163,147.6069827,VIC,social_facility,,nursing_home,senior,McKean Street,Bairnsdale,3875,,,,,
,Booringa (Maranoa) Shire Hall Amby,-26.5483187,148.187391,QLD,community_centre,,,,,,,,,,,
,Pioneers Memorial Hall,-26.6438582,149.7615311,QLD,community_centre,,,,,,,,,,,
,Wallumbilla School of Arts Memorial Hall,-26.5839439,149.1866751,QLD,community_centre,,,,,,,,,,,
,Harry Redford Gallery,-22.9713661,145.2424902,QLD,community_centre,,,,,,,,,,,
,Wellington Senior Citizens Centre,-32.5535591,148.9447858,NSW,community_centre,,,,,,,,,,,
,Jundah Shire Hall,-24.8306212,143.0587216,QLD,community_centre,,,,,,,,,,,
,Shire Hall,-24.3544402,143.2871839,QLD,community_centre,,,,,,,,,,,
,Alpha Mens Shed,-23.6462054,146.6382198,QLD,community_centre,,,,,,,,,,,
,Anakie School of Arts,-23.5520006,147.7464223,QLD,community_centre,,,,,,,,,,,
,Taskers,-31.4455463,152.9260327,NSW,social_facility,,group_home,senior,,,,,,,,
,The Gums Hall,-27.3404172,150.194081,QLD,community_centre,,,,,,,,,,,
,Dementia Australia,-38.155665,144.345641,VIC,,charity,,,,,,,https://dementia.org.au,,,
,Integreat Queensland,-23.8732781,151.2730245,QLD,community_centre,,,,Manning Street,,,+61 7 4903 1931,https://integreatqld.org.au/,,,
,Today Matters Community Hub,-27.4826226,153.001328,QLD,community_centre,,,,,,,,,,,
,Yeoval Memorial Hall,-32.7520704,148.6484726,NSW,community_centre,,,,,,,,,,,
,Parramatta Female Factory Precinct Assoc Inc. (Parragirls),-33.8052746,151.0003694,NSW,community_centre,,,,,,,,https://www.parragirls.org.au/parragirls.php,,,
,Civic Centre,-28.5825353,148.2280971,QLD,community_centre,,,,Kirby Street,Dirranbandi,4486,,,,,
,Isisford Community Hall,-24.2592018,144.441756,QLD,community_centre,,,,,,,,,,,
,Muttaburra Mens Shed,-22.5945577,144.54658,QLD,community_centre,,,,,,,,,,,
,Dar-al Awda Community Centre,-37.7647021,144.9548875,VIC,community_centre,,,,,,,,,,,
,Whiddon Mudgee Pioneer,-32.593734,149.5799384,NSW,social_facility,,nursing_home,senior,Court Street,,,,,,,
,Texas Memorial Hall,-28.8550564,151.1682298,QLD,community_centre,,,,,,,,,,,
,Mudgee Grove Care Community,-32.5919093,149.5720273,NSW,social_facility,,nursing_home,senior,Menchin Street,,,,,,,
,Wallangra and District Memorial Hall,-29.2525088,150.8975299,NSW,community_centre,,,,,,,,,,,
,Evolve Housing,-33.8160297,150.9983887,NSW,social_facility,,,,Argyle Street,Parramatta,,,https://evolvehousing.com.au,,Mo-Fr 09:00-17:00,
,Soldiers Memorial Hall,-29.8681253,150.5717812,NSW,community_centre,,,,Maitland Street,Bingara,2404,,,,,
,Laidley Cultural Centre,-27.6133952,152.397537,QLD,community_centre,,,,Laidley Plainland Road,Laidley North,4341,,https://www.lockyervalley.qld.gov.au/,,,
,Lifechurch Care,-33.703664,149.8548453,NSW,social_facility,,food_bank,,Oberon Street,Oberon,2787,,,,,
,Upper Caboolture Farmers Assembly Hall,-27.1177279,152.8862598,QLD,community_centre,,,,Caboolture River Road,,4510,+61 7 5496 7855,,,,
,Aegis Shorehaven,-31.6013763,115.6935154,WA,social_facility,,nursing_home,senior,,,,,,,,
,Goroke and District Memorial Hall,-36.7184442,141.4742156,VIC,community_centre,,,,,,,,,,,
,Festival Hall,-17.6050348,145.4814168,QLD,community_centre,,,,,,,,,,,
,Evelyn Central Pioneer Hall,-17.4983752,145.4907929,QLD,community_centre,,,,,,,,,,,
,Arncliffe Activity Hub,-33.9374811,151.1454563,NSW,community_centre,,,,,,,,,,,
,Arncliffe Community Centre,-33.9381611,151.1442458,NSW,community_centre,,,,,,,,,,,
,Vibe Care Pantry,-28.1188601,153.4705489,QLD,social_facility,,food_bank,,Eighth Avenue,,,+61 7 5536 7575,https://www.vibecarepantry.com.au,info@vibecarepantry.com.au,,
,Arbourlea Family and Community Centre,-38.0826329,145.3262088,VIC,community_centre,,,,,,,,,,,
,Sunset Hall,-34.2010796,142.1285999,VIC,community_centre,,,,,,,,,,,
,The Companion Group,-38.1472175,144.361352,VIC,social_facility,,outreach,disabled,Malop Street,,,,https://thecompaniongroup.org,,,
